dzielnica,typ_szkoly,nazwa_szkoly,nazwa_oddzialu,rozszerzenia,jezyki,prog_min,ranking25,srednia22do24
Żoliborz,LO,"LXIV LO im. S. I. Witkiewicza ""Witkacego""",1B [O] niem (niem*-ang),niem,ang-niem,174.90,6,13.0
Żoliborz,LO,"LXIV LO im. S. I. Witkiewicza ""Witkacego""",1D [O] hiszp (hisz*-ang),hiszp,ang-hisz,178.75,6,13.0
Żoliborz,LO,"LXIV LO im. S. I. Witkiewicza ""Witkacego""",1C [O] franc (fra*-ang),franc,ang-fra,173.45,6,13.0
Żoliborz,T,"Technikum Elektroniczne nr 3 im. Żołnierzy AK ""Żywiciel""","1A [O] Technik elektronik (ang-niem*,hisz*)",Technik elektronik,ang-hisz-niem,81.60,,
Żoliborz,T,"Technikum Elektroniczne nr 3 im. Żołnierzy AK ""Żywiciel""",1D [O] Technik informatyk (ang-hisz*),Technik informatyk,ang-hisz,113.50,,
Żoliborz,T,"Technikum Elektroniczne nr 3 im. Żołnierzy AK ""Żywiciel""","1IJ/urz.dźwig. [O] Technik urządzeń dźwigowych (ang-niem*,ros*)",Technik urządzeń dźwigowych,ang-niem-ros,68.80,,
Żoliborz,T,"Technikum Elektroniczne nr 3 im. Żołnierzy AK ""Żywiciel""",1F [O] Technik programista (ang-hisz*),Technik programista,ang-hisz,138.20,,
Żoliborz,T,"Technikum Elektroniczne nr 3 im. Żołnierzy AK ""Żywiciel""",1C [O] Technik informatyk (ang-niem*),Technik informatyk,ang-niem,96.70,,
Żoliborz,T,"Technikum Elektroniczne nr 3 im. Żołnierzy AK ""Żywiciel""","1H [O] Technik elektryk (ang-niem*,ros*)",Technik elektryk,ang-niem-ros,97.25,,
Żoliborz,T,"Technikum Elektroniczne nr 3 im. Żołnierzy AK ""Żywiciel""","1IJ/teleinformatyk [O] Technik teleinformatyk (ang-niem*,ros*)",Technik teleinformatyk,ang-niem-ros,29.35,,
Żoliborz,T,Technikum Elektryczne nr 2 im. Synów Pułku,1a [O] Technik elektryk (ang-niem),Technik elektryk,ang-niem,57.40,,
Żoliborz,T,Technikum Mechaniczne nr 7 im. J. Kilińskiego,1TR [O] Technik reklamy (ang-niem),Technik reklamy,ang-niem,60.35,,
Żoliborz,T,Technikum Samochodowe nr 3,1b [O] Technik pojazdów samochodowych (ang-ros),Technik pojazdów samochodowych,ang-ros,57.90,,
Żoliborz,T,Technikum Samochodowe nr 3,1a [O] Technik pojazdów samochodowych (ang-niem),Technik pojazdów samochodowych,ang-niem,69.80,,
Żoliborz,T,Technikum Samochodowe nr 3,1d [O] Technik logistyk (ang-niem),Technik logistyk,ang-niem,54.85,,
Żoliborz,T,Technikum Samochodowe nr 3,1c [O] Technik mechatronik (ang-niem),Technik mechatronik,ang-niem,24.25,,
Żoliborz,LO,XVI LO z Oddziałami Dwujęzycznymi im. S. Sempołowskiej,1E [O] biol-chem-mat (ang-fra),biol-chem-mat,ang-fra,154.85,40,33.67
Żoliborz,LO,XVI LO z Oddziałami Dwujęzycznymi im. S. Sempołowskiej,1C [O] geogr-hist-wos (ang-fra),geogr-hist-wos,ang-fra,149.70,40,33.67
Żoliborz,LO,XVI LO z Oddziałami Dwujęzycznymi im. S. Sempołowskiej,"1B [O] geogr-ang-mat (ang-hisz,fra)",ang-geogr-mat,ang-fra-hisz,164.80,40,33.67
Żoliborz,LO,XVI LO z Oddziałami Dwujęzycznymi im. S. Sempołowskiej,0A [DW] (fra-ang),brak rozszerzeń,ang-fra,163.50,40,33.67
